Day,Time,sensor_type,sensor_state,device_type,device_state,activity
Sunday,23:39,,,BedroomNightLight,OFF,Sleeping
Sunday,23:40,Motion02,ON,,,
Sunday,23:41,Motion02,ON,,,Sleeping
Monday,09:35,Motion02,ON,,,Sleeping
Monday,09:36,Motion02,ON,,,
Monday,09:36,Motion02,ON,,,
Monday,09:36,Motion04,ON,,,
Monday,09:36,Motion04,ON,,,
Monday,09:36,Motion04,ON,,,
Monday,09:36,Motion04,ON,,,
Monday,09:36,Motion03,ON,,,
Monday,09:36,Motion03,ON,,,
Monday,09:36,Door01,ON,,,
Monday,09:36,Door01,ON,,,
Monday,09:36,Door01,ON,,,
Monday,09:36,Door02,ON,,,
Monday,09:36,Door02,ON,,,
Monday,09:36,Motion13,ON,,,
Monday,09:36,Door02,ON,,,
Monday,09:36,Door02,ON,,,
Monday,09:36,Motion19,ON,,,
Monday,09:37,,,ToiletLight,ON,Washing Up
Monday,09:38,Door02,ON,,,Washing Up
Monday,09:38,Motion19,ON,,,Washing Up
Monday,09:38,Motion19,ON,,,Washing Up
Monday,09:38,Motion19,ON,,,Washing Up
Monday,09:38,Motion19,ON,,,Washing Up
Monday,09:39,,,WaterTap,ON,Washing Up
Monday,09:40,Motion19,ON,,,
Monday,09:41,Motion19,ON,,,Washing Up
Monday,09:51,Motion19,ON,,,Washing Up
Monday,09:52,,,WaterTap,OFF,Washing Up
Monday,09:53,,,ToiletLight,OFF,Washing Up
Monday,09:54,Motion19,ON,,,
Monday,09:54,Motion19,ON,,,
Monday,09:54,Motion19,ON,,,
Monday,09:54,Door02,ON,,,
Monday,09:54,Motion19,ON,,,
Monday,09:54,Door02,ON,,,
Monday,09:54,Door02,ON,,,
Monday,09:54,Motion13,ON,,,
Monday,09:54,Motion13,ON,,,
Monday,09:54,Motion13,ON,,,
Monday,09:54,Motion12,ON,,,
Monday,09:54,Motion12,ON,,,
Monday,09:54,Motion12,ON,,,
Monday,09:54,Motion12,ON,,,
Monday,09:54,Motion11,ON,,,
Monday,09:54,Motion11,ON,,,
Monday,09:54,Motion11,ON,,,
Monday,09:54,Door03,ON,,,
Monday,09:54,Door03,ON,,,
Monday,09:54,Door03,ON,,,
Monday,09:54,Motion15,ON,,,
Monday,09:55,Motion15,ON,,,Cooking
Monday,09:55,Motion15,ON,,,Cooking
Monday,09:55,Motion15,ON,,,Cooking
Monday,09:55,Motion15,ON,,,Cooking
Monday,09:56,,,Fridge,ON,Cooking
Monday,09:57,,,Fridge,OFF,Cooking
Monday,09:58,Motion15,ON,,,Cooking
Monday,09:58,Motion15,ON,,,Cooking
Monday,09:58,Motion16,ON,,,Cooking
Monday,09:58,Motion16,ON,,,Cooking
Monday,09:58,Motion16,ON,,,Cooking
Monday,09:59,,,Microwave,ON,Cooking
Monday,10:10,,,Microwave,OFF,Cooking
Monday,10:12,Motion16,ON,,,
Monday,10:12,Motion16,ON,,,
Monday,10:12,Motion16,ON,,,
Monday,10:12,Motion15,ON,,,
Monday,10:12,Motion15,ON,,,
Monday,10:12,Motion15,ON,,,
Monday,10:12,Door03,ON,,,
Monday,10:12,Door03,ON,,,
Monday,10:12,Door03,ON,,,
Monday,10:13,Motion08,ON,,,Eating
Monday,10:13,Motion08,ON,,,Eating
Monday,10:13,Motion08,ON,,,Eating
Monday,10:13,Motion05,ON,,,Eating
Monday,10:13,Motion05,ON,,,Eating
Monday,10:14,Motion05,ON,,,
Monday,10:15,Motion05,ON,,,Eating
Monday,10:46,Motion05,ON,,,Eating
Monday,10:47,Motion05,ON,,,
Monday,10:48,Motion05,ON,,,Washing Dishes
Monday,10:49,Motion05,ON,,,
Monday,10:50,Motion05,ON,,,Washing Dishes
Monday,11:01,Motion05,ON,,,Washing Dishes
Monday,11:02,Motion05,ON,,,
Monday,11:02,Motion05,ON,,,
Monday,11:02,Motion08,ON,,,
Monday,11:02,Motion08,ON,,,
Monday,11:02,Motion08,ON,,,
Monday,11:02,Door03,ON,,,
Monday,11:02,Door03,ON,,,
Monday,11:02,Door03,ON,,,
Monday,11:02,Motion15,ON,,,
Monday,11:03,Motion15,ON,,,Washing Dishes
Monday,11:03,Motion15,ON,,,Washing Dishes
Monday,11:03,Motion15,ON,,,Washing Dishes
Monday,11:03,Motion16,ON,,,Washing Dishes
Monday,11:03,Motion16,ON,,,Washing Dishes
Monday,11:03,Motion16,ON,,,Washing Dishes
Monday,11:04,,,DishWasher,ON,Washing Dishes
Monday,11:11,Motion16,ON,,,
Monday,11:11,Motion16,ON,,,
Monday,11:11,Motion16,ON,,,
Monday,11:11,Motion15,ON,,,
Monday,11:11,Motion15,ON,,,
Monday,11:11,Motion15,ON,,,
Monday,11:11,Door03,ON,,,
Monday,11:11,Door03,ON,,,
Monday,11:11,Door03,ON,,,
Monday,11:11,Motion11,ON,,,
Monday,11:11,Motion11,ON,,,
Monday,11:11,Motion11,ON,,,
Monday,11:11,Motion12,ON,,,
Monday,11:11,Motion12,ON,,,
Monday,11:11,Motion12,ON,,,
Monday,11:11,Motion12,ON,,,
Monday,11:11,Motion13,ON,,,
Monday,11:11,Motion13,ON,,,
Monday,11:11,Door02,ON,,,
Monday,11:11,Motion13,ON,,,
Monday,11:11,Door02,ON,,,
Monday,11:11,Door02,ON,,,
Monday,11:11,Motion19,ON,,,
Monday,11:12,,,ToiletLight,ON,Toilet
Monday,11:13,Door02,ON,,,Toilet
Monday,11:13,Motion19,ON,,,Toilet
Monday,11:13,Door02,ON,,,Toilet
Monday,11:13,Motion19,ON,,,Toilet
Monday,11:14,,,ToiletBowl,ON,Toilet
Monday,11:21,,,ToiletBowl,OFF,Toilet
Monday,11:22,Motion19,ON,,,Toilet
Monday,11:22,Motion19,ON,,,Toilet
Monday,11:22,Motion19,ON,,,Toilet
Monday,11:23,,,WaterTap,ON,Toilet
Monday,11:24,,,WaterTap,OFF,Toilet
Monday,11:25,,,ToiletLight,OFF,Toilet
Monday,11:26,Motion19,ON,,,
Monday,11:26,Motion19,ON,,,
Monday,11:26,Motion19,ON,,,
Monday,11:26,Door02,ON,,,
Monday,11:26,Motion19,ON,,,
Monday,11:26,Door02,ON,,,
Monday,11:26,Door02,ON,,,
Monday,11:26,Motion13,ON,,,
Monday,11:26,Motion13,ON,,,
Monday,11:26,Motion13,ON,,,
Monday,11:26,Motion12,ON,,,
Monday,11:26,Motion12,ON,,,
Monday,11:26,Motion12,ON,,,
Monday,11:26,Motion12,ON,,,
Monday,11:26,Motion11,ON,,,
Monday,11:26,Motion11,ON,,,
Monday,11:26,Motion11,ON,,,
Monday,11:26,Door03,ON,,,
Monday,11:26,Door03,ON,,,
Monday,11:26,Door03,ON,,,
Monday,11:26,Motion15,ON,,,
Monday,11:27,Motion15,ON,,,Washing Dishes
Monday,11:27,Motion15,ON,,,Washing Dishes
Monday,11:27,Motion15,ON,,,Washing Dishes
Monday,11:27,Motion16,ON,,,Washing Dishes
Monday,11:27,Motion16,ON,,,Washing Dishes
Monday,11:27,Motion16,ON,,,Washing Dishes
Monday,11:38,,,DishWasher,OFF,Washing Dishes
Monday,11:49,Motion16,ON,,,
Monday,11:49,Motion16,ON,,,
Monday,11:49,Motion16,ON,,,
Monday,11:49,Motion15,ON,,,
Monday,11:49,Motion15,ON,,,
Monday,11:49,Motion15,ON,,,
Monday,11:49,Door03,ON,,,
Monday,11:49,Door03,ON,,,
Monday,11:49,Door03,ON,,,
Monday,11:50,,,LivingRoomLight,ON,Watching TV
Monday,11:51,Motion08,ON,,,Watching TV
Monday,11:51,Motion08,ON,,,Watching TV
Monday,11:51,Motion08,ON,,,Watching TV
Monday,11:51,Motion05,ON,,,Watching TV
Monday,11:51,Motion05,ON,,,Watching TV
Monday,11:51,Motion05,ON,,,Watching TV
Monday,11:51,Motion06,ON,,,Watching TV
Monday,11:51,Motion06,ON,,,Watching TV
Monday,11:51,Motion06,ON,,,Watching TV
Monday,11:51,Motion07,ON,,,Watching TV
Monday,11:52,,,Television,ON,Watching TV
Monday,11:53,Motion07,ON,,,
Monday,11:54,Motion07,ON,,,Watching TV
Monday,12:36,Motion07,ON,,,Watching TV
Monday,12:37,,,Television,OFF,Watching TV
Monday,12:38,,,LivingRoomLight,OFF,Watching TV
Monday,12:39,Motion07,ON,,,
Monday,12:39,Motion07,ON,,,
Monday,12:39,Motion10,ON,,,
Monday,12:39,Motion10,ON,,,
Monday,12:39,Motion10,ON,,,
Monday,12:39,Motion12,ON,,,
Monday,12:39,Motion12,ON,,,
Monday,12:39,Motion12,ON,,,
Monday,12:39,Motion11,ON,,,
Monday,12:39,Motion11,ON,,,
Monday,12:39,Motion17,ON,,,
Monday,12:39,Motion17,ON,,,
Monday,12:39,Motion17,ON,,,
Monday,12:39,Motion18,ON,,,
Monday,12:39,Motion18,ON,,,
Monday,12:39,Motion18,ON,,,
Monday,12:39,Door04,ON,,,
Monday,12:39,Door04,ON,,,
Monday,12:39,Door04,ON,,,
Monday,12:39,Door04,ON,,,
Monday,12:40,,,StudyLight,ON,Working
Monday,12:41,Door04,ON,,,Working
Monday,12:41,Door04,ON,,,Working
Monday,12:41,Motion21,ON,,,Working
Monday,12:41,Motion21,ON,,,Working
Monday,12:41,Motion21,ON,,,Working
Monday,12:41,Motion20,ON,,,Working
Monday,12:41,Motion20,ON,,,Working
Monday,12:42,,,Computer,ON,Working
Monday,13:03,,,Phone,ON,Phone
Monday,13:04,Motion20,ON,,,
Monday,13:05,Motion20,ON,,,Phone
Monday,13:09,Motion20,ON,,,Phone
Monday,13:10,,,Phone,OFF,Phone
Monday,13:11,Motion20,ON,,,
Monday,13:12,Motion20,ON,,,Working
Monday,14:18,Motion20,ON,,,Working
Monday,14:19,,,Computer,OFF,Working
Monday,14:20,,,StudyLight,OFF,Working
Monday,14:21,Motion20,ON,,,
Monday,14:21,Motion21,ON,,,
Monday,14:21,Motion21,ON,,,
Monday,14:21,Motion21,ON,,,
Monday,14:21,Door04,ON,,,
Monday,14:21,Door04,ON,,,
Monday,14:21,Door04,ON,,,
Monday,14:21,Door04,ON,,,
Monday,14:21,Motion18,ON,,,
Monday,14:21,Motion18,ON,,,
Monday,14:21,Motion18,ON,,,
Monday,14:21,Motion17,ON,,,
Monday,14:21,Motion17,ON,,,
Monday,14:21,Motion17,ON,,,
Monday,14:21,Motion11,ON,,,
Monday,14:21,Motion11,ON,,,
Monday,14:21,Motion12,ON,,,
Monday,14:21,Motion12,ON,,,
Monday,14:21,Motion12,ON,,,
Monday,14:21,Motion13,ON,,,
Monday,14:22,Motion13,ON,,,Going Out
Monday,14:22,Motion13,ON,,,Going Out
Monday,14:22,Motion13,ON,,,Going Out
Monday,14:22,Motion13,ON,,,Going Out
Monday,14:22,Motion14,ON,,,Going Out
Monday,14:22,Motion14,ON,,,Going Out
Monday,14:22,Motion14,ON,,,Going Out
Monday,14:22,Door05,ON,,,Going Out
Monday,14:23,,,Gate,ON,Going Out
Monday,14:24,,,Gate,OFF,Going Out
Monday,14:25,Door05,ON,,,
Monday,14:26,Door05,ON,,,Going Out
Monday,15:53,Door05,ON,,,Going Out
Monday,15:54,,,Gate,ON,Going Out
Monday,15:55,,,Gate,OFF,Going Out
Monday,15:56,Door05,ON,,,
Monday,15:56,Motion14,ON,,,
Monday,15:56,Motion14,ON,,,
Monday,15:56,Motion14,ON,,,
Monday,15:56,Motion13,ON,,,
Monday,15:56,Motion13,ON,,,
Monday,15:56,Motion13,ON,,,
Monday,15:56,Motion13,ON,,,
Monday,15:56,Motion12,ON,,,
Monday,15:56,Motion12,ON,,,
Monday,15:56,Motion12,ON,,,
Monday,15:56,Motion11,ON,,,
Monday,15:56,Motion11,ON,,,
Monday,15:56,Motion17,ON,,,
Monday,15:56,Motion17,ON,,,
Monday,15:56,Motion17,ON,,,
Monday,15:56,Motion18,ON,,,
Monday,15:56,Motion18,ON,,,
Monday,15:56,Motion18,ON,,,
Monday,15:56,Door04,ON,,,
Monday,15:56,Door04,ON,,,
Monday,15:56,Door04,ON,,,
Monday,15:56,Door04,ON,,,
Monday,15:57,,,StudyLight,ON,Reading
Monday,15:58,Door04,ON,,,Reading
Monday,15:58,Door04,ON,,,Reading
Monday,15:58,Motion21,ON,,,Reading
Monday,15:58,Motion21,ON,,,Reading
Monday,15:58,Motion21,ON,,,Reading
Monday,15:58,Motion20,ON,,,Reading
Monday,15:58,Motion20,ON,,,Reading
Monday,16:30,Motion20,ON,,,
Monday,16:30,Motion21,ON,,,
Monday,16:30,Motion21,ON,,,
Monday,16:30,Motion21,ON,,,
Monday,16:30,Door04,ON,,,
Monday,16:30,Door04,ON,,,
Monday,16:30,Door04,ON,,,
Monday,16:30,Door04,ON,,,
Monday,16:30,Motion18,ON,,,
Monday,16:30,Motion18,ON,,,
Monday,16:30,Motion18,ON,,,
Monday,16:30,Motion17,ON,,,
Monday,16:30,Motion17,ON,,,
Monday,16:30,Motion17,ON,,,
Monday,16:30,Motion11,ON,,,
Monday,16:30,Motion11,ON,,,
Monday,16:30,Motion12,ON,,,
Monday,16:30,Motion12,ON,,,
Monday,16:30,Motion12,ON,,,
Monday,16:30,Motion13,ON,,,
Monday,16:30,Motion13,ON,,,
Monday,16:30,Door02,ON,,,
Monday,16:30,Motion13,ON,,,
Monday,16:30,Door02,ON,,,
Monday,16:30,Door02,ON,,,
Monday,16:30,Motion19,ON,,,
Monday,16:31,,,ToiletLight,ON,Toilet
Monday,16:32,Door02,ON,,,Toilet
Monday,16:32,Motion19,ON,,,Toilet
Monday,16:32,Door02,ON,,,Toilet
Monday,16:32,Motion19,ON,,,Toilet
Monday,16:33,,,ToiletBowl,ON,Toilet
Monday,16:47,,,ToiletBowl,OFF,Toilet
Monday,16:48,Motion19,ON,,,Toilet
Monday,16:48,Motion19,ON,,,Toilet
Monday,16:48,Motion19,ON,,,Toilet
Monday,16:49,,,WaterTap,ON,Toilet
Monday,16:50,,,WaterTap,OFF,Toilet
Monday,16:51,,,ToiletLight,OFF,Toilet
Monday,16:52,Motion19,ON,,,
Monday,16:52,Motion19,ON,,,
Monday,16:52,Motion19,ON,,,
Monday,16:52,Door02,ON,,,
Monday,16:52,Motion19,ON,,,
Monday,16:52,Door02,ON,,,
Monday,16:52,Door02,ON,,,
Monday,16:52,Motion13,ON,,,
Monday,16:52,Motion13,ON,,,
Monday,16:52,Motion13,ON,,,
Monday,16:52,Motion12,ON,,,
Monday,16:52,Motion12,ON,,,
Monday,16:52,Motion12,ON,,,
Monday,16:52,Motion11,ON,,,
Monday,16:52,Motion11,ON,,,
Monday,16:52,Motion17,ON,,,
Monday,16:52,Motion17,ON,,,
Monday,16:52,Motion17,ON,,,
Monday,16:52,Motion18,ON,,,
Monday,16:52,Motion18,ON,,,
Monday,16:52,Motion18,ON,,,
Monday,16:52,Door04,ON,,,
Monday,16:52,Door04,ON,,,
Monday,16:52,Door04,ON,,,
Monday,16:52,Door04,ON,,,
Monday,16:53,Door04,ON,,,Reading
Monday,16:53,Door04,ON,,,Reading
Monday,16:53,Motion21,ON,,,Reading
Monday,16:53,Motion21,ON,,,Reading
Monday,16:53,Motion21,ON,,,Reading
Monday,16:53,Motion20,ON,,,Reading
Monday,16:53,Motion20,ON,,,Reading
Monday,17:37,Motion20,ON,,,Reading
Monday,17:38,,,StudyLight,OFF,Reading
Monday,17:39,Motion20,ON,,,
Monday,17:39,Motion21,ON,,,
Monday,17:39,Motion21,ON,,,
Monday,17:39,Motion21,ON,,,
Monday,17:39,Door04,ON,,,
Monday,17:39,Door04,ON,,,
Monday,17:39,Door04,ON,,,
Monday,17:39,Door04,ON,,,
Monday,17:39,Motion18,ON,,,
Monday,17:39,Motion18,ON,,,
Monday,17:39,Motion18,ON,,,
Monday,17:39,Motion17,ON,,,
Monday,17:39,Motion17,ON,,,
Monday,17:39,Motion17,ON,,,
Monday,17:39,Motion11,ON,,,
Monday,17:40,,,LivingRoomLight,ON,Watching TV
Monday,17:41,Motion11,ON,,,Watching TV
Monday,17:41,Motion11,ON,,,Watching TV
Monday,17:41,Motion11,ON,,,Watching TV
Monday,17:41,Motion09,ON,,,Watching TV
Monday,17:41,Motion09,ON,,,Watching TV
Monday,17:41,Motion09,ON,,,Watching TV
Monday,17:41,Motion06,ON,,,Watching TV
Monday,17:41,Motion06,ON,,,Watching TV
Monday,17:41,Motion06,ON,,,Watching TV
Monday,17:41,Motion07,ON,,,Watching TV
Monday,17:42,,,Television,ON,Watching TV
Monday,17:43,Motion07,ON,,,
Monday,17:44,Motion07,ON,,,Watching TV
Monday,19:00,Motion07,ON,,,Watching TV
Monday,19:01,,,Television,OFF,Watching TV
Monday,19:02,,,LivingRoomLight,OFF,Watching TV
Monday,19:03,Motion07,ON,,,
Monday,19:03,Motion07,ON,,,
Monday,19:03,Motion10,ON,,,
Monday,19:03,Motion10,ON,,,
Monday,19:03,Motion10,ON,,,
Monday,19:03,Motion12,ON,,,
Monday,19:03,Motion11,ON,,,
Monday,19:03,Motion11,ON,,,
Monday,19:03,Motion11,ON,,,
Monday,19:03,Door03,ON,,,
Monday,19:03,Door03,ON,,,
Monday,19:03,Door03,ON,,,
Monday,19:03,Motion15,ON,,,
Monday,19:04,Motion15,ON,,,Cooking
Monday,19:04,Motion15,ON,,,Cooking
Monday,19:04,Motion15,ON,,,Cooking
Monday,19:04,Motion15,ON,,,Cooking
Monday,19:05,,,Fridge,ON,Cooking
Monday,19:06,,,Fridge,OFF,Cooking
Monday,19:07,Motion15,ON,,,Cooking
Monday,19:07,Motion15,ON,,,Cooking
Monday,19:07,Motion16,ON,,,Cooking
Monday,19:07,Motion16,ON,,,Cooking
Monday,19:07,Motion16,ON,,,Cooking
Monday,19:08,,,Microwave,ON,Cooking
Monday,19:17,,,Microwave,OFF,Cooking
Monday,19:19,Motion16,ON,,,
Monday,19:19,Motion16,ON,,,
Monday,19:19,Motion16,ON,,,
Monday,19:19,Motion15,ON,,,
Monday,19:19,Motion15,ON,,,
Monday,19:19,Motion15,ON,,,
Monday,19:19,Door03,ON,,,
Monday,19:19,Door03,ON,,,
Monday,19:19,Door03,ON,,,
Monday,19:20,Motion08,ON,,,Eating
Monday,19:20,Motion08,ON,,,Eating
Monday,19:20,Motion08,ON,,,Eating
Monday,19:20,Motion05,ON,,,Eating
Monday,19:20,Motion05,ON,,,Eating
Monday,19:21,Motion05,ON,,,
Monday,19:22,Motion05,ON,,,Eating
Monday,20:03,Motion05,ON,,,Eating
Monday,20:04,Motion05,ON,,,
Monday,20:05,Motion05,ON,,,Washing Dishes
Monday,20:06,Motion05,ON,,,
Monday,20:07,Motion05,ON,,,Washing Dishes
Monday,20:13,Motion05,ON,,,Washing Dishes
Monday,20:14,Motion05,ON,,,
Monday,20:14,Motion05,ON,,,
Monday,20:14,Motion08,ON,,,
Monday,20:14,Motion08,ON,,,
Monday,20:14,Motion08,ON,,,
Monday,20:14,Door03,ON,,,
Monday,20:14,Door03,ON,,,
Monday,20:14,Door03,ON,,,
Monday,20:14,Motion15,ON,,,
Monday,20:15,Motion15,ON,,,Washing Dishes
Monday,20:15,Motion15,ON,,,Washing Dishes
Monday,20:15,Motion15,ON,,,Washing Dishes
Monday,20:15,Motion16,ON,,,Washing Dishes
Monday,20:15,Motion16,ON,,,Washing Dishes
Monday,20:15,Motion16,ON,,,Washing Dishes
Monday,20:16,,,DishWasher,ON,Washing Dishes
Monday,20:17,Motion16,ON,,,
Monday,20:17,Motion16,ON,,,
Monday,20:17,Motion16,ON,,,
Monday,20:17,Motion15,ON,,,
Monday,20:17,Motion15,ON,,,
Monday,20:17,Motion15,ON,,,
Monday,20:17,Door03,ON,,,
Monday,20:17,Door03,ON,,,
Monday,20:17,Door03,ON,,,
Monday,20:18,,,LivingRoomLight,ON,Watching TV
Monday,20:19,Motion08,ON,,,Watching TV
Monday,20:19,Motion08,ON,,,Watching TV
Monday,20:19,Motion08,ON,,,Watching TV
Monday,20:19,Motion05,ON,,,Watching TV
Monday,20:19,Motion05,ON,,,Watching TV
Monday,20:19,Motion05,ON,,,Watching TV
Monday,20:19,Motion06,ON,,,Watching TV
Monday,20:19,Motion06,ON,,,Watching TV
Monday,20:19,Motion06,ON,,,Watching TV
Monday,20:19,Motion07,ON,,,Watching TV
Monday,20:20,,,Television,ON,Watching TV
Monday,20:27,Motion07,ON,,,
Monday,20:27,Motion07,ON,,,
Monday,20:27,Motion07,ON,,,
Monday,20:27,Motion07,ON,,,
Monday,20:27,Motion10,ON,,,
Monday,20:27,Motion10,ON,,,
Monday,20:27,Motion10,ON,,,
Monday,20:27,Motion12,ON,,,
Monday,20:27,Motion12,ON,,,
Monday,20:27,Motion13,ON,,,
Monday,20:27,Motion13,ON,,,
Monday,20:27,Door02,ON,,,
Monday,20:27,Motion13,ON,,,
Monday,20:27,Door02,ON,,,
Monday,20:27,Door02,ON,,,
Monday,20:27,Motion19,ON,,,
Monday,20:28,,,ToiletLight,ON,Toilet
Monday,20:29,Door02,ON,,,Toilet
Monday,20:29,Motion19,ON,,,Toilet
Monday,20:29,Door02,ON,,,Toilet
Monday,20:29,Motion19,ON,,,Toilet
Monday,20:30,,,ToiletBowl,ON,Toilet
Monday,20:41,,,ToiletBowl,OFF,Toilet
Monday,20:42,Motion19,ON,,,Toilet
Monday,20:42,Motion19,ON,,,Toilet
Monday,20:42,Motion19,ON,,,Toilet
Monday,20:43,,,WaterTap,ON,Toilet
Monday,20:44,,,WaterTap,OFF,Toilet
Monday,20:45,,,ToiletLight,OFF,Toilet
Monday,20:46,Motion19,ON,,,
Monday,20:46,Motion19,ON,,,
Monday,20:46,Motion19,ON,,,
Monday,20:46,Door02,ON,,,
Monday,20:46,Motion19,ON,,,
Monday,20:46,Door02,ON,,,
Monday,20:46,Door02,ON,,,
Monday,20:46,Motion13,ON,,,
Monday,20:46,Motion13,ON,,,
Monday,20:46,Motion13,ON,,,
Monday,20:46,Motion12,ON,,,
Monday,20:47,Motion12,ON,,,Watching TV
Monday,20:47,Motion12,ON,,,Watching TV
Monday,20:47,Motion12,ON,,,Watching TV
Monday,20:47,Motion10,ON,,,Watching TV
Monday,20:47,Motion10,ON,,,Watching TV
Monday,20:47,Motion10,ON,,,Watching TV
Monday,20:47,Motion07,ON,,,Watching TV
Monday,20:47,Motion07,ON,,,Watching TV
Monday,20:47,Motion07,ON,,,Watching TV
Monday,20:47,Motion07,ON,,,Watching TV
Monday,20:57,Motion07,ON,,,Watching TV
Monday,20:58,,,Television,OFF,Watching TV
Monday,20:59,,,LivingRoomLight,OFF,Watching TV
Monday,21:00,Motion07,ON,,,
Monday,21:00,Motion07,ON,,,
Monday,21:00,Motion10,ON,,,
Monday,21:00,Motion10,ON,,,
Monday,21:00,Motion10,ON,,,
Monday,21:00,Motion12,ON,,,
Monday,21:00,Motion11,ON,,,
Monday,21:00,Motion11,ON,,,
Monday,21:00,Motion11,ON,,,
Monday,21:00,Door03,ON,,,
Monday,21:00,Door03,ON,,,
Monday,21:00,Door03,ON,,,
Monday,21:00,Motion15,ON,,,
Monday,21:01,Motion15,ON,,,Washing Dishes
Monday,21:01,Motion15,ON,,,Washing Dishes
Monday,21:01,Motion15,ON,,,Washing Dishes
Monday,21:01,Motion16,ON,,,Washing Dishes
Monday,21:01,Motion16,ON,,,Washing Dishes
Monday,21:01,Motion16,ON,,,Washing Dishes
Monday,21:03,,,DishWasher,OFF,Washing Dishes
Monday,21:14,Motion16,ON,,,
Monday,21:14,Motion16,ON,,,
Monday,21:14,Motion16,ON,,,
Monday,21:14,Motion15,ON,,,
Monday,21:14,Motion15,ON,,,
Monday,21:14,Motion15,ON,,,
Monday,21:14,Door03,ON,,,
Monday,21:14,Door03,ON,,,
Monday,21:14,Door03,ON,,,
Monday,21:14,Motion11,ON,,,
Monday,21:14,Motion11,ON,,,
Monday,21:14,Motion11,ON,,,
Monday,21:14,Motion11,ON,,,
Monday,21:14,Motion17,ON,,,
Monday,21:14,Motion17,ON,,,
Monday,21:14,Motion17,ON,,,
Monday,21:14,Motion18,ON,,,
Monday,21:14,Motion18,ON,,,
Monday,21:14,Motion18,ON,,,
Monday,21:14,Door04,ON,,,
Monday,21:14,Door04,ON,,,
Monday,21:14,Door04,ON,,,
Monday,21:14,Door04,ON,,,
Monday,21:15,,,StudyLight,ON,Working
Monday,21:16,Door04,ON,,,Working
Monday,21:16,Door04,ON,,,Working
Monday,21:16,Motion21,ON,,,Working
Monday,21:16,Motion21,ON,,,Working
Monday,21:16,Motion21,ON,,,Working
Monday,21:16,Motion20,ON,,,Working
Monday,21:16,Motion20,ON,,,Working
Monday,21:17,,,Computer,ON,Working
Monday,21:18,Motion20,ON,,,
Monday,21:19,Motion20,ON,,,Working
Monday,22:50,Motion20,ON,,,Working
Monday,22:51,,,Computer,OFF,Working
Monday,22:52,,,StudyLight,OFF,Working
Monday,22:53,Motion20,ON,,,
Monday,22:53,Motion21,ON,,,
Monday,22:53,Motion21,ON,,,
Monday,22:53,Motion21,ON,,,
Monday,22:53,Door04,ON,,,
Monday,22:53,Door04,ON,,,
Monday,22:53,Door04,ON,,,
Monday,22:53,Door04,ON,,,
Monday,22:53,Motion18,ON,,,
Monday,22:53,Motion18,ON,,,
Monday,22:53,Motion18,ON,,,
Monday,22:53,Motion17,ON,,,
Monday,22:53,Motion17,ON,,,
Monday,22:53,Motion17,ON,,,
Monday,22:53,Motion11,ON,,,
Monday,22:54,,,LivingRoomLight,ON,Watching TV
Monday,22:55,Motion11,ON,,,Watching TV
Monday,22:55,Motion11,ON,,,Watching TV
Monday,22:55,Motion11,ON,,,Watching TV
Monday,22:55,Motion09,ON,,,Watching TV
Monday,22:55,Motion09,ON,,,Watching TV
Monday,22:55,Motion09,ON,,,Watching TV
Monday,22:55,Motion06,ON,,,Watching TV
Monday,22:55,Motion06,ON,,,Watching TV
Monday,22:55,Motion06,ON,,,Watching TV
Monday,22:55,Motion07,ON,,,Watching TV
Monday,22:56,,,Television,ON,Watching TV
Monday,22:57,Motion07,ON,,,
Monday,22:58,Motion07,ON,,,Watching TV
Monday,23:26,Motion07,ON,,,Watching TV
Monday,23:27,,,Television,OFF,Watching TV
Monday,23:28,,,LivingRoomLight,OFF,Watching TV
Monday,23:29,Motion07,ON,,,
Monday,23:29,Motion07,ON,,,
Monday,23:29,Motion07,ON,,,
Monday,23:29,Motion07,ON,,,
Monday,23:29,Motion10,ON,,,
Monday,23:29,Motion10,ON,,,
Monday,23:29,Motion10,ON,,,
Monday,23:29,Motion12,ON,,,
Monday,23:29,Motion12,ON,,,
Monday,23:29,Motion13,ON,,,
Monday,23:29,Motion13,ON,,,
Monday,23:29,Door02,ON,,,
Monday,23:29,Motion13,ON,,,
Monday,23:29,Door02,ON,,,
Monday,23:29,Door02,ON,,,
Monday,23:29,Motion19,ON,,,
Monday,23:30,,,ToiletLight,ON,Bathing
Monday,23:31,Door02,ON,,,Bathing
Monday,23:31,Motion19,ON,,,Bathing
Monday,23:31,Door02,ON,,,Bathing
Monday,23:31,Motion19,ON,,,Bathing
Monday,23:32,,,ShowerHead,ON,Bathing
Monday,23:46,,,ShowerHead,OFF,Bathing
Monday,23:47,,,ToiletLight,OFF,Bathing
Monday,23:49,,,ToiletLight,ON,Washing Up
Monday,23:50,Motion19,ON,,,Washing Up
Monday,23:50,Motion19,ON,,,Washing Up
Monday,23:50,Motion19,ON,,,Washing Up
Monday,23:51,,,WaterTap,ON,Washing Up
Monday,23:52,Motion19,ON,,,
Monday,23:53,Motion19,ON,,,Washing Up
Tuesday,00:02,Motion19,ON,,,Washing Up
Tuesday,00:03,,,WaterTap,OFF,Washing Up
Tuesday,00:04,,,ToiletLight,OFF,Washing Up
Tuesday,00:05,Motion19,ON,,,
Tuesday,00:05,Motion19,ON,,,
Tuesday,00:05,Motion19,ON,,,
Tuesday,00:05,Door02,ON,,,
